
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:108(Number)
        1    0.000    0.000    0.000    0.000 fields.py:15(Index)
        1    0.000    0.000    0.000    0.000 fields.py:161(Error)
        1    0.000    0.000    0.000    0.000 fields.py:214(Boolean)
        1    0.000    0.000    0.000    0.000 fields.py:243(Text)
        1    0.000    0.000    0.000    0.000 fields.py:27(Tuple)
        1    0.000    0.000    0.000    0.000 fields.py:296(DateTimeField)
        1    0.000    0.000    0.001    0.001 fields.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:43(TupleList)
        1    0.000    0.000    0.000    0.000 fields.py:58(Missing)
        1    0.000    0.000    0.000    0.000 fill.py:105(__init__)
        1    0.000    0.000    0.000    0.000 fill.py:111(GradientStop)
        1    0.000    0.000    0.000    0.000 fill.py:150(LinearShadeProperties)
        1    0.000    0.000    0.000    0.000 fill.py:166(PathShadeProperties)
        1    0.000    0.000    0.000    0.000 fill.py:182(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:217(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:249(Blip)
        1    0.000    0.000    0.000    0.000 fill.py:358(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 fill.py:383(BlipFillProperties)
        1    0.000    0.000    0.004    0.004 fill.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fill.py:40(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:72(RelativeRect)
        1    0.000    0.000    0.000    0.000 fill.py:86(__init__)
        1    0.000    0.000    0.000    0.000 fill.py:98(StretchInfoProperties)
        1    0.000    0.000    0.595    0.595 filling.py:1(<module>)
       85    0.008    0.000   20.022    0.236 filling.py:28(fill_for_all)
       24    1.704    0.071  575.130   23.964 filling.py:33(fill_the_gaps)
    55128    0.890    0.000   89.756    0.002 filling.py:5(fill_preprocessing)
    55128    4.225    0.000  405.285    0.007 filling.py:9(fill_na_s)
        1    0.000    0.000    0.000    0.000 fills.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fills.py:105(to_tree)
        1    0.000    0.000    0.000    0.000 fills.py:122(Stop)
        1    0.000    0.000    0.000    0.000 fills.py:162(StopList)
        1    0.000    0.000    0.000    0.000 fills.py:171(GradientFill)
        1    0.000    0.000    0.000    0.000 fills.py:51(Fill)
       83    0.000    0.000    0.002    0.000 fills.py:57(from_tree)
       83    0.000    0.000    0.000    0.000 fills.py:59(<listcomp>)
        1    0.000    0.000    0.000    0.000 fills.py:68(PatternFill)
       86    0.000    0.000    0.001    0.000 fills.py:84(__init__)
       83    0.000    0.000    0.002    0.000 fills.py:96(_from_tree)
        1    0.000    0.000    0.000    0.000 filters.py:106(ColorFilter)
        1    0.000    0.000    0.000    0.000 filters.py:121(DynamicFilter)
        1    0.000    0.000    0.000    0.000 filters.py:150(CustomFilter)
        1    0.000    0.000    0.000    0.000 filters.py:166(CustomFilters)
        1    0.000    0.000    0.000    0.000 filters.py:183(Top10)
        1    0.000    0.000    0.000    0.000 filters.py:204(DateGroupItem)
        1    0.000    0.000    0.001    0.001 filters.py:22(SortCondition)
        1    0.000    0.000    0.000    0.000 filters.py:235(Filters)
        1    0.000    0.000    0.000    0.000 filters.py:261(FilterColumn)
        1    0.000    0.000    0.000    0.000 filters.py:310(AutoFilter)
        3    0.000    0.000    0.000    0.000 filters.py:321(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:332(__bool__)
        1    0.000    0.000    0.002    0.002 filters.py:4(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:55(SortState)
        1    0.000    0.000    0.000    0.000 filters.py:88(IconFilter)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
  1695468    1.962    0.000    1.962    0.000 flags.py:47(__init__)
  1764758    0.501    0.000    0.501    0.000 flags.py:51(allows_duplicate_labels)
  1670276    1.913    0.000    1.913    0.000 flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:182(FloatingArray)
        1    0.000    0.000    0.000    0.000 floating.py:42(FloatingDtype)
        1    0.000    0.000    0.000    0.000 floating.py:424(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:431(Float64Dtype)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:44(_compile_pattern)
        1    0.000    0.000    0.000    0.000 fnmatch.py:54(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
       70    0.000    0.000    0.008    0.000 fonts.py:101(from_tree)
        8    0.000    0.000    0.000    0.000 fonts.py:27(_no_value)
        1    0.000    0.000    0.001    0.001 fonts.py:32(Font)
        1    0.000    0.000    0.002    0.002 fonts.py:4(<module>)
       73    0.000    0.000    0.005    0.000 fonts.py:69(__init__)
        2    0.000    0.000    0.006    0.003 format.py:1(<module>)
        1    0.000    0.000    0.051    0.051 format.py:1032(to_string)
        1    0.000    0.000    0.000    0.000 format.py:1116(save_to_buffer)
        2    0.000    0.000    0.000    0.000 format.py:1131(get_buffer)
       39    0.000    0.000    0.015    0.000 format.py:1164(format_array)
        1    0.000    0.000    0.000    0.000 format.py:1243(GenericArrayFormatter)
       39    0.000    0.000    0.000    0.000 format.py:1244(__init__)
       39    0.000    0.000    0.013    0.000 format.py:1270(get_result)
       10    0.000    0.000    0.002    0.000 format.py:1274(_format_strings)
       50    0.000    0.000    0.001    0.000 format.py:1295(_format)
        1    0.000    0.000    0.000    0.000 format.py:1349(FloatArrayFormatter)
        4    0.000    0.000    0.000    0.000 format.py:1350(__init__)
        4    0.000    0.000    0.000    0.000 format.py:1362(_value_formatter)
       20    0.000    0.000    0.000    0.000 format.py:1380(base_formatter)
        4    0.000    0.000    0.007    0.002 format.py:1418(get_result_as_array)
        4    0.000    0.000    0.005    0.001 format.py:1424(format_with_na_rep)
        4    0.000    0.000    0.000    0.000 format.py:1427(<listcomp>)
        4    0.000    0.000    0.007    0.002 format.py:1443(format_values_with)
       24    0.000    0.000    0.000    0.000 format.py:1492(<genexpr>)
        4    0.000    0.000    0.007    0.002 format.py:1517(_format_strings)
        1    0.000    0.000    0.000    0.000 format.py:1521(IntArrayFormatter)
       23    0.000    0.000    0.000    0.000 format.py:1522(_format_strings)
      115    0.000    0.000    0.000    0.000 format.py:1526(<lambda>)
       23    0.000    0.000    0.000    0.000 format.py:1528(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:1532(Datetime64Formatter)
        2    0.000    0.000    0.000    0.000 format.py:1533(__init__)
        2    0.000    0.000    0.001    0.000 format.py:1544(_format_strings)
        1    0.000    0.000    0.000    0.000 format.py:1560(ExtensionArrayFormatter)
        2    0.000    0.000    0.000    0.000 format.py:1660(is_dates_only)
        2    0.000    0.000    0.000    0.000 format.py:1716(get_format_datetime64_from_values)
        1    0.000    0.000    0.000    0.000 format.py:1731(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1744(Timedelta64Formatter)
       81    0.000    0.000    0.003    0.000 format.py:1808(_make_fixed_width)
      486    0.000    0.000    0.000    0.000 format.py:1823(<genexpr>)
      405    0.000    0.000    0.000    0.000 format.py:1832(just)
       81    0.000    0.000    0.001    0.000 format.py:1838(<listcomp>)
        4    0.000    0.000    0.002    0.000 format.py:1880(_trim_zeros_float)
      240    0.000    0.000    0.001    0.000 format.py:1891(is_number_with_decimal)
       24    0.000    0.000    0.001    0.000 format.py:1894(should_trim)
       24    0.000    0.000    0.001    0.000 format.py:1902(<listcomp>)
      128    0.000    0.000    0.000    0.000 format.py:1903(<genexpr>)
       20    0.000    0.000    0.000    0.000 format.py:1906(<listcomp>)
        4    0.000    0.000    0.000    0.000 format.py:1909(<listcomp>)
        8    0.000    0.000    0.000    0.000 format.py:1916(_has_names)
        1    0.000    0.000    0.000    0.000 format.py:1923(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
       40    0.000    0.000    0.000    0.000 format.py:423(__init__)
     1284    0.000    0.000    0.001    0.000 format.py:426(len)
      165    0.000    0.000    0.001    0.000 format.py:429(justify)
        5    0.000    0.000    0.001    0.000 format.py:432(adjoin)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
       40    0.000    0.000    0.001    0.000 format.py:475(get_adjustment)
        1    0.000    0.000    0.000    0.000 format.py:483(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 format.py:489(__init__)
        2    0.000    0.000    0.026    0.013 format.py:536(get_strcols)
        1    0.000    0.000    0.000    0.000 format.py:548(should_show_dimensions)
        3    0.000    0.000    0.000    0.000 format.py:554(is_truncated)
        6    0.000    0.000    0.000    0.000 format.py:558(is_truncated_horizontally)
        4    0.000    0.000    0.000    0.000 format.py:562(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 format.py:566(dimensions_info)
        5    0.000    0.000    0.000    0.000 format.py:570(has_index_names)
        3    0.000    0.000    0.000    0.000 format.py:574(has_column_names)
        5    0.000    0.000    0.000    0.000 format.py:578(show_row_idx_names)
        3    0.000    0.000    0.000    0.000 format.py:582(show_col_idx_names)
        1    0.000    0.000    0.000    0.000 format.py:590(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 format.py:595(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 format.py:608(_initialize_justify)
        1    0.000    0.000    0.000    0.000 format.py:614(_initialize_columns)
        1    0.000    0.000    0.000    0.000 format.py:622(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 format.py:646(_calc_max_cols_fitted)
        1    0.000    0.000    0.000    0.000 format.py:657(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 format.py:676(_adjust_max_rows)
        2    0.000    0.000    0.000    0.000 format.py:690(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 format.py:694(_is_screen_narrow)
        1    0.000    0.000    0.000    0.000 format.py:697(_is_screen_short)
        2    0.000    0.000    0.003    0.002 format.py:714(truncate)
        1    0.000    0.000    0.003    0.003 format.py:724(_truncate_horizontally)
        2    0.000    0.000    0.026    0.013 format.py:768(_get_strcols_without_index)
       78    0.000    0.000    0.000    0.000 format.py:802(<genexpr>)
      234    0.000    0.000    0.000    0.000 format.py:809(<genexpr>)
       39    0.000    0.000    0.022    0.001 format.py:815(format_col)
       81    0.000    0.000    0.001    0.000 format.py:828(_get_formatter)
        2    0.000    0.000    0.002    0.001 format.py:840(_get_formatted_column_labels)
        2    0.000    0.000    0.000    0.000 format.py:874(<listcomp>)
        3    0.000    0.000    0.000    0.000 format.py:881(_get_formatted_index)
        3    0.000    0.000    0.000    0.000 format.py:884(<dictcomp>)
        3    0.000    0.000    0.000    0.000 format.py:899(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:931(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 format.py:948(__init__)
        1    0.000    0.000    0.000    0.000 formatting.py:19(ConditionalFormatting)
        1    0.000    0.000    0.001    0.001 formatting.py:3(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:57(ConditionalFormattingList)
        3    0.000    0.000    0.000    0.000 formatting.py:61(__init__)
        1    0.000    0.000    0.000    0.000 formatting.py:94(__iter__)
        1    0.000    0.000    0.000    0.000 formulas.py:3(<module>)
        1    0.000    0.000    0.080    0.080 frame.py:1(<module>)
        1    0.000    0.000    0.051    0.051 frame.py:1051(to_string)
   261626    0.708    0.000    3.818    0.000 frame.py:10767(_reindex_for_setitem)
       60    0.000    0.000    0.005    0.000 frame.py:1205(items)
   468174    0.384    0.000    1.071    0.000 frame.py:1352(__len__)
   206450    0.895    0.000   12.079    0.000 frame.py:3366(_ixs)
   524748    5.083    0.000  249.724    0.000 frame.py:3418(__getitem__)
       27    0.000    0.000    0.533    0.020 frame.py:3483(_getitem_bool_array)
   430716    1.570    0.000   24.602    0.000 frame.py:3545(_get_value)
    55375    0.372    0.000    7.908    0.000 frame.py:3587(__setitem__)
       30    0.000    0.000    0.077    0.003 frame.py:3720(_set_item_frame_value)
   261543    0.971    0.000   21.667    0.000 frame.py:3744(_iset_item_mgr)
    55375    0.320    0.000    5.666    0.000 frame.py:3749(_set_item_mgr)
   206280    0.862    0.000   23.005    0.000 frame.py:3764(_iset_item)
    55345    0.316    0.000    6.992    0.000 frame.py:3774(_set_item)
   261685    0.271    0.000    0.726    0.000 frame.py:3837(_ensure_valid_index)
   647312    2.109    0.000   19.438    0.000 frame.py:3860(_box_col_values)
   262202    0.305    0.000    0.911    0.000 frame.py:3873(_clear_item_cache)
   652173    3.286    0.000   38.427    0.000 frame.py:3876(_get_item_cache)
       30    0.000    0.000    0.021    0.001 frame.py:4361(insert)
   261655    0.593    0.000    5.116    0.000 frame.py:4489(_sanitize_column)
        1    0.000    0.000    0.005    0.005 frame.py:456(DataFrame)
    55189    0.166    0.000   16.284    0.000 frame.py:4586(_reindex_axes)
       29    0.000    0.000    0.057    0.002 frame.py:4603(_reindex_index)
    55160    0.280    0.000   16.060    0.000 frame.py:4623(_reindex_columns)
    55249    0.348    0.000   21.277    0.000 frame.py:4753(reindex)
    55220    0.179    0.000   38.641    0.001 frame.py:4774(drop)
      119    0.003    0.000    0.325    0.003 frame.py:5322(set_index)
       60    0.001    0.000    0.239    0.004 frame.py:5589(reset_index)
   464295    0.128    0.000    0.128    0.000 frame.py:564(_constructor)
   464387    1.270    0.000    4.210    0.000 frame.py:573(__init__)
        1    0.000    0.000    0.051    0.051 frame.py:6216(sort_values)
        1    0.000    0.000    0.001    0.001 frame.py:6242(<listcomp>)
       30    0.000    0.000    0.006    0.000 frame.py:6871(_dispatch_frame_op)
       30    0.000    0.000    0.001    0.000 frame.py:6966(_construct_result)
      200    0.002    0.000    0.769    0.004 frame.py:7515(groupby)
  1329719    0.825    0.000    0.825    0.000 frame.py:780(axes)
       34    0.000    0.000    0.000    0.000 frame.py:797(shape)
       30    0.000    0.000    0.001    0.000 frame.py:874(_values)
       30    0.001    0.000    0.077    0.003 frame.py:9206(round)
       30    0.000    0.000    0.037    0.001 frame.py:9294(_series_round)
       30    0.000    0.000    0.042    0.001 frame.py:9311(<listcomp>)
        1    0.000    0.000    0.000    0.000 frame.py:968(_info_repr)
        1    0.000    0.000    0.051    0.051 frame.py:977(__repr__)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 frequencies.py:127(infer_freq)
        1    0.000    0.000    0.000    0.000 frequencies.py:199(_FrequencyInferer)
        2    0.000    0.000    0.000    0.000 frequencies.py:204(__init__)
        1    0.000    0.000    0.000    0.000 frequencies.py:425(_TimedeltaFrequencyInferer)
       27    0.000    0.000    0.000    0.000 frequencies.py:504(is_superperiod)
       54    0.000    0.000    0.000    0.000 frequencies.py:562(_maybe_coerce_freq)
       27    0.000    0.000    0.000    0.000 frequencies.py:587(_is_annual)
       27    0.000    0.000    0.000    0.000 frequencies.py:592(_is_quarterly)
       27    0.000    0.000    0.000    0.000 frequencies.py:597(_is_monthly)
       27    0.000    0.000    0.000    0.000 frequencies.py:602(_is_weekly)
        1    0.000    0.000    0.005    0.005 fromnumeric.py:1(<module>)
      231    0.000    0.000    0.000    0.000 fromnumeric.py:1002(_argsort_dispatcher)
      231    0.001    0.000    0.003    0.000 fromnumeric.py:1006(argsort)
     8860    0.002    0.000    0.002    0.000 fromnumeric.py:1714(_ravel_dispatcher)
     8860    0.010    0.000    0.029    0.000 fromnumeric.py:1718(ravel)
       83    0.000    0.000    0.000    0.000 fromnumeric.py:1825(_nonzero_dispatcher)
       83    0.000    0.000    0.001    0.000 fromnumeric.py:1829(nonzero)
    72206    0.019    0.000    0.019    0.000 fromnumeric.py:2362(_all_dispatcher)
    72206    0.116    0.000    1.206    0.000 fromnumeric.py:2367(all)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2454(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2458(cumsum)
   143192    0.050    0.000    0.050    0.000 fromnumeric.py:2928(_prod_dispatcher)
   143192    0.373    0.000    2.678    0.000 fromnumeric.py:2933(prod)
    60782    0.024    0.000    0.024    0.000 fromnumeric.py:3123(_ndim_dispatcher)
    60782    0.037    0.000    0.051    0.000 fromnumeric.py:3127(ndim)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:432(_repeat_dispatcher)
       31    0.000    0.000    0.002    0.000 fromnumeric.py:436(repeat)
      347    0.001    0.000    0.004    0.000 fromnumeric.py:51(_wrapfunc)
   215398    1.046    0.000    3.395    0.000 fromnumeric.py:69(_wrapreduction)
   215398    0.212    0.000    0.212    0.000 fromnumeric.py:70(<dictcomp>)
       98    0.000    0.000    0.000    0.000 fromnumeric.py:842(_sort_dispatcher)
       98    0.000    0.000    0.065    0.001 fromnumeric.py:846(sort)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:18(FrozenList)
     1347    0.002    0.000    0.002    0.000 frozen.py:67(__getitem__)
       60    0.000    0.000    0.000    0.000 frozen.py:77(__eq__)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
       81    0.000    0.000    0.000    0.000 function.py:140(validate_argsort_with_ascending)
        2    0.000    0.000    0.000    0.000 function.py:187(validate_cum_func_with_skipna)
    15959    0.015    0.000    0.017    0.000 function.py:311(validate_window_func)
       60    0.000    0.000    0.000    0.000 function.py:326(validate_rolling_func)
    15899    0.023    0.000    0.026    0.000 function.py:341(validate_expanding_func)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
   142884    0.050    0.000    0.050    0.000 function.py:392(validate_minmax_axis)
   552431    0.263    0.000    0.263    0.000 function.py:49(__call__)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
       31    0.000    0.000    0.000    0.000 function_base.py:1160(_diff_dispatcher)
       31    0.000    0.000    0.000    0.000 function_base.py:1164(diff)
        1    0.000    0.000    0.000    0.000 function_base.py:1951(vectorize)
    55223    0.022    0.000    0.022    0.000 function_base.py:4378(_delete_dispatcher)
    55223    0.781    0.000    1.351    0.000 function_base.py:4382(delete)
      284    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
       60    0.000    0.000    0.000    0.000 function_base.py:4563(_insert_dispatcher)
       60    0.001    0.000    0.002    0.000 function_base.py:4567(insert)
      284    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
      284    0.001    0.000    0.003    0.000 function_base.py:475(add_newdoc)
     8860    0.002    0.000    0.002    0.000 function_base.py:4758(_append_dispatcher)
     8860    0.016    0.000    0.096    0.000 function_base.py:4762(append)
        1    0.000    0.000    0.000    0.000 function_group.py:10(FunctionGroup)
        1    0.000    0.000    0.000    0.000 function_group.py:22(FunctionGroupList)
        1    0.000    0.000    0.000    0.000 function_group.py:3(<module>)
        1    0.000    0.000    0.009    0.009 functions.py:3(<module>)
     1444    0.001    0.000    0.003    0.000 functions.py:75(localname)
   166774    0.118    0.000    0.151    0.000 functions.py:82(whitespace)
      568    0.002    0.000    0.004    0.000 functools.py:35(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      562    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        3    0.000    0.000    0.172    0.057 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:10185(_logical_func)
       28    0.000    0.000    0.000    0.000 generic.py:102(generate_property)
        1    0.000    0.000    0.000    0.000 generic.py:10220(any)
        2    0.000    0.000    0.000    0.000 generic.py:10230(_accum_func)
        2    0.000    0.000    0.000    0.000 generic.py:10243(block_accum_func)
        2    0.000    0.000    0.000    0.000 generic.py:10265(cumsum)
       23    0.000    0.000    0.003    0.000 generic.py:10324(_stat_function)
       23    0.000    0.000    0.003    0.000 generic.py:10363(max)
        2    0.000    0.000    0.001    0.000 generic.py:10513(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 generic.py:10520(any)
        2    0.000    0.000    0.000    0.000 generic.py:10660(cumsum)
       23    0.000    0.000    0.003    0.000 generic.py:10806(max)
    15899    0.041    0.000    0.220    0.000 generic.py:10880(expanding)
        2    0.000    0.000    0.000    0.000 generic.py:11051(_doc_params)
        5    0.000    0.000    0.000    0.000 generic.py:11054(<genexpr>)
       88    0.000    0.000    0.012    0.000 generic.py:116(prop)
        2    0.000    0.000    0.000    0.000 generic.py:125(pin_allowlisted_properties)
        2    0.000    0.000    0.000    0.000 generic.py:146(pinner)
      170    0.001    0.000    0.020    0.000 generic.py:1524(__getitem__)
      170    0.001    0.000    0.002    0.000 generic.py:1540(_gotitem)
        1    0.000    0.000    0.001    0.001 generic.py:161(SeriesGroupBy)
        3    0.000    0.000    0.000    0.000 generic.py:1636(_is_label_reference)
       84    0.000    0.000    0.000    0.000 generic.py:165(_iterate_slices)
        6    0.000    0.000    0.000    0.000 generic.py:1658(<genexpr>)
        6    0.000    0.000    0.000    0.000 generic.py:1663(<genexpr>)
      230    0.002    0.000    0.003    0.000 generic.py:1691(_check_label_or_level_ambiguity)
      230    0.000    0.000    0.000    0.000 generic.py:1711(<genexpr>)
        3    0.000    0.000    0.001    0.000 generic.py:1735(_get_label_or_level_values)
        3    0.000    0.000    0.000    0.000 generic.py:1771(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:1884(__iter__)
        1    0.000    0.000    0.006    0.006 generic.py:191(NDFrame)
    55645    0.095    0.000    0.260    0.000 generic.py:1930(__contains__)
       91    0.000    0.000    0.001    0.000 generic.py:1935(empty)
      270    0.000    0.000    0.001    0.000 generic.py:1983(<genexpr>)
        1    0.000    0.000  182.571  182.571 generic.py:2129(to_excel)
       10    0.000    0.000    6.729    0.673 generic.py:217(apply)
  1695468    6.008    0.000    7.970    0.000 generic.py:233(__init__)
       30    0.000    0.000    0.007    0.000 generic.py:251(_init_mgr)
   186433    0.305    0.000    0.383    0.000 generic.py:281(_from_mgr)
  1670090    0.691    0.000    0.691    0.000 generic.py:324(attrs)
  3435034    1.035    0.000    1.035    0.000 generic.py:345(flags)
   206280    0.401    0.000    0.561    0.000 generic.py:3494(_maybe_update_cacher)
   408748    3.707    0.000   96.914    0.000 generic.py:3521(take)
   408694    1.724    0.000  111.214    0.000 generic.py:3620(_take_with_is_copy)
       27    0.000    0.000    0.003    0.000 generic.py:3634(xs)
        3    0.000    0.000    0.001    0.000 generic.py:3820(_slice)
   352515    0.528    0.000    0.979    0.000 generic.py:3837(_set_is_copy)
   467935    0.264    0.000    0.264    0.000 generic.py:3860(_check_setitem_copy)
       42    0.000    0.000    0.006    0.000 generic.py:389(_wrap_transformed_output)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
       59    0.001    0.000    0.021    0.000 generic.py:3937(__delitem__)
      233    0.000    0.000    0.000    0.000 generic.py:3975(_check_inplace_and_allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 generic.py:4003(_is_view)
    55223    0.383    0.000   38.464    0.001 generic.py:4121(drop)
    55223    0.498    0.000   37.532    0.001 generic.py:4157(_drop_axis)
       98    0.002    0.000    6.285    0.064 generic.py:419(_wrap_applied_output)
 27707512   11.794    0.000   16.466    0.000 generic.py:43(_check)
      134    0.000    0.000    0.001    0.000 generic.py:437(_validate_dtype)
       27    0.000    0.000    0.027    0.001 generic.py:4525(sort_index)
   108278    1.458    0.000   39.643    0.000 generic.py:4571(reindex)
   216556    0.318    0.000    2.862    0.000 generic.py:4804(<genexpr>)
    50287    0.347    0.000   15.538    0.000 generic.py:4822(_reindex_axes)
    55189    0.182    0.000    0.413    0.000 generic.py:4848(_needs_reindex_multi)
   105500    1.049    0.000   16.749    0.000 generic.py:4860(_reindex_with_indexers)
        1    0.000    0.000    0.000    0.000 generic.py:5002(head)
       29    0.000    0.000    1.468    0.051 generic.py:502(transform)
   163498    0.594    0.000    1.060    0.000 generic.py:510(_construct_axes_from_arguments)
       29    0.019    0.001    1.463    0.050 generic.py:525(_transform_general)
   163498    0.246    0.000    0.344    0.000 generic.py:539(<dictcomp>)
  3073674    1.418    0.000    1.418    0.000 generic.py:542(_get_axis_number)
  1670276    9.622    0.000   18.104    0.000 generic.py:5435(__finalize__)
    94800    0.050    0.000    0.088    0.000 generic.py:5466(<genexpr>)
1768579/1713335    2.718    0.000    9.447    0.000 generic.py:5473(__getattr__)
  3633302    7.924    0.000   20.232    0.000 generic.py:5489(__setattr__)
   110529    0.108    0.000    0.158    0.000 generic.py:550(_get_axis_name)
   644050    1.521    0.000    7.413    0.000 generic.py:5544(_protect_consolidate)
   644021    0.851    0.000    8.262    0.000 generic.py:5558(_consolidate_inplace)
  2165384    2.810    0.000    3.754    0.000 generic.py:556(_get_axis)
   644021    1.028    0.000    5.417    0.000 generic.py:5562(f)
       29    0.000    0.000    0.002    0.000 generic.py:5567(_consolidate)
       29    0.000    0.000    0.001    0.000 generic.py:5577(<lambda>)
   514401    0.720    0.000    0.994    0.000 generic.py:562(_get_block_manager_axis)
        2    0.000    0.000    0.001    0.000 generic.py:5630(dtypes)
    50206    0.357    0.000    7.304    0.000 generic.py:5661(astype)
       98    0.006    0.000    4.940    0.050 generic.py:567(filter)
   206520    1.108    0.000   17.757    0.000 generic.py:5827(copy)
    91911    0.075    0.000    0.092    0.000 generic.py:605(<lambda>)
    91911    0.086    0.000    0.411    0.000 generic.py:608(true_and_notna)
       98    0.201    0.002    4.786    0.049 generic.py:613(<listcomp>)
   126965    1.329    0.000   23.204    0.000 generic.py:6195(fillna)
   221612    0.182    0.000    0.300    0.000 generic.py:631(_info_axis)
   898917    0.361    0.000    0.361    0.000 generic.py:655(ndim)
        1    0.000    0.000    0.000    0.000 generic.py:7093(isna)
       54    0.000    0.000    0.002    0.000 generic.py:724(set_axis)
       54    0.000    0.000    0.001    0.000 generic.py:754(_set_axis_nocheck)
      299    0.001    0.000    0.004    0.000 generic.py:764(_set_axis)
        1    0.000    0.000    0.001    0.001 generic.py:875(DataFrameGroupBy)
    17866    0.079    0.000    2.230    0.000 generic.py:9078(shift)
       16    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        9    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 geometry.py:105(GroupTransform2D)
        1    0.000    0.000    0.000    0.000 geometry.py:138(SphereCoords)
        1    0.000    0.000    0.000    0.000 geometry.py:156(Camera)
        1    0.000    0.000    0.000    0.000 geometry.py:198(LightRig)
        1    0.000    0.000    0.000    0.000 geometry.py:221(Vector3D)
