
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
   111040    0.041    0.000    0.041    0.000 _exceptions.py:8(rewrite_exception)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:77(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:87(__repr__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      612    0.001    0.000    0.002    0.000 _inspect.py:65(getargs)
      616    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
       15    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:881(recursive)
        1    0.000    0.000    0.001    0.001 _io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:76(optional_args)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.003    0.003 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1043(SeriesParser)
        1    0.000    0.000    0.000    0.000 _json.py:1091(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:138(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:193(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:208(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:238(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:617(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:816(Parser)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
   511211    0.366    0.000    3.493    0.000 _methods.py:38(_amax)
    60283    0.045    0.000    0.439    0.000 _methods.py:42(_amin)
   303334    0.227    0.000    2.720    0.000 _methods.py:46(_sum)
  1303822    0.868    0.000    6.364    0.000 _methods.py:54(_any)
    57176    0.048    0.000    0.412    0.000 _methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
       87    0.000    0.000    0.009    0.000 _mixins.py:112(equals)
       81    0.000    0.000    0.000    0.000 _mixins.py:119(_values_for_argsort)
       28    0.000    0.000    0.056    0.002 _mixins.py:142(_concat_same_type)
       28    0.009    0.000    0.052    0.002 _mixins.py:149(<setcomp>)
       28    0.001    0.000    0.001    0.000 _mixins.py:153(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mixins.py:180(__setitem__)
    12663    0.037    0.000    0.125    0.000 _mixins.py:188(__getitem__)
        2    0.000    0.000    0.000    0.000 _mixins.py:214(fillna)
        6    0.000    0.000    0.000    0.000 _mixins.py:49(ravel_compat)
        2    0.000    0.000    0.001    0.000 _mixins.py:55(method)
        1    0.000    0.000    0.000    0.000 _mixins.py:69(NDArrayBackedExtensionArray)
      716    0.003    0.000    0.131    0.000 _mixins.py:88(take)
        1    0.000    0.000    0.001    0.001 _normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:17(ODFReader)
        1    0.000    0.000    0.003    0.003 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:18(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:151(_convert_to_font)
        4    0.000    0.000    0.000    0.000 _openpyxl.py:284(_convert_to_side)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:31(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:318(_convert_to_border)
        1    0.000    0.000    0.043    0.043 _openpyxl.py:35(__init__)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:359(_convert_to_alignment)
        1    7.268    7.268   63.293   63.293 _openpyxl.py:419(write_cells)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:505(OpenpyxlReader)
        1    0.000    0.000    0.562    0.562 _openpyxl.py:506(__init__)
        2    0.000    0.000    0.000    0.000 _openpyxl.py:524(_workbook_class)
        1    0.000    0.000    0.034    0.034 _openpyxl.py:530(load_workbook)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:537(sheet_names)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:545(get_sheet_by_index)
   567189    0.947    0.000    1.104    0.000 _openpyxl.py:549(_convert_cell)
        1    0.109    0.109   10.215   10.215 _openpyxl.py:565(get_sheet_data)
    27009    0.199    0.000    1.303    0.000 _openpyxl.py:573(<listcomp>)
    27010    0.010    0.000    0.013    0.000 _openpyxl.py:586(<genexpr>)
    27010    0.010    0.000    0.013    0.000 _openpyxl.py:587(<genexpr>)
        1    0.000    0.000  119.234  119.234 _openpyxl.py:76(save)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:85(_convert_to_style_kwargs)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:53(get_version)
        5    0.000    0.000    0.530    0.106 _optional.py:64(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.005    0.005 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.020    0.020 _pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:13(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
       27    0.000    0.000    0.001    0.000 _ranges.py:19(generate_regular_range)
    27009    0.653    0.000    1.158    0.000 _read_only.py:101(_get_row)
        1    0.000    0.000    0.000    0.000 _read_only.py:160(reset_dimensions)
        2    0.000    0.000    0.000    0.000 _read_only.py:174(max_row)
        1    0.000    0.000    0.000    0.000 _read_only.py:18(ReadOnlyWorksheet)
        2    0.000    0.000    0.000    0.000 _read_only.py:184(max_column)
        1    0.000    0.000    0.002    0.002 _read_only.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _read_only.py:34(__init__)
        1    0.000    0.000    0.001    0.001 _read_only.py:44(_get_size)
        2    0.000    0.000    0.000    0.000 _read_only.py:53(_get_source)
    27010    0.071    0.000    8.761    0.000 _read_only.py:58(_cells_by_row)
    27010    0.605    0.000    7.532    0.000 _reader.py:113(parse)
        1    0.000    0.000    0.001    0.001 _reader.py:160(parse_dimensions)
   567189    1.542    0.000    3.317    0.000 _reader.py:177(parse_cell)
        6    0.000    0.000    0.000    0.000 _reader.py:258(parse_column_dimensions)
    27009    0.121    0.000    3.755    0.000 _reader.py:265(parse_row)
    27009    0.040    0.000    0.067    0.000 _reader.py:281(<setcomp>)
    27009    0.250    0.000    3.567    0.000 _reader.py:286(<listcomp>)
        1    0.000    0.000    0.001    0.001 _reader.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _reader.py:337(WorksheetReader)
   405120    0.238    0.000    0.238    0.000 _reader.py:78(_cast_number)
        1    0.000    0.000    0.000    0.000 _reader.py:85(WorkSheetParser)
        2    0.000    0.000    0.000    0.000 _reader.py:87(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:130(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:158(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.005    0.005 _typing.py:1(<module>)
      342    0.000    0.000    0.000    0.000 _typing.py:77(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
   253512    0.660    0.000    0.720    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
   253512    0.828    0.000    2.031    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
   126756    0.124    0.000    0.124    0.000 _ufunc_config.py:425(__init__)
   126756    0.255    0.000    1.477    0.000 _ufunc_config.py:429(__enter__)
   126756    0.263    0.000    1.072    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:148(maybe_convert_usecols)
        1    0.000    0.000    0.000    0.000 _util.py:177(validate_freeze_panes)
        4    0.000    0.000    0.000    0.000 _util.py:18(register_writer)
        1    0.000    0.000    0.000    0.000 _util.py:254(combine_kwargs)
        2    0.000    0.000    0.001    0.001 _util.py:34(get_default_engine)
